fips,PST045212,PST045211,PST040210,PST120212,PST120211,POP010210,AGE135211,AGE295211,AGE775211,SEX255211,RHI125211,RHI225211,RHI325211,RHI425211,RHI525211,RHI625211,RHI725211,RHI825211,POP715211,POP645211,POP815211,EDU635211,EDU685211,VET605211,LFE305211,HSG010211,HSG445211,HSG096211,HSG495211,HSD410211,HSD310211,INC910211,INC110211,PVY020211,BZA010210,BZA110210,BZA115210,NES010210,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030211,LND110210,POP060210
22127,0,15080,15313,0.0,-1.5,15313,5.9,22.4,14.6,47.5,67.0,30.9,0.7,0.3,0.0,1.1,1.7,65.7,84.3,0.3,1.9,75.4,12.2,1075,30.7,7169,76.3,5.5,60600,5375,2.46,15662,30938,23.2,317,4378,8.8,672,820,0.0,0.0,0.0,0.0,0.0,0.0,0,0,122523,7884,11247,0,950.09,16.1
23000,1329192,1328544,1328361,0.1,0.0,1328361,5.1,20.3,16.3,51.1,95.4,1.3,0.7,1.1,0.0,1.5,1.4,94.3,86.2,3.3,7.0,90.2,27.1,134547,23.0,725577,72.7,19.3,176600,551601,2.34,26195,47898,12.8,40571,480932,-2.2,110374,150389,0.5,0.5,0.7,0.0,0.7,25.6,16363192,8823719,20444031,15520,2515827,2744,30842.92,43.1
23001,0,107398,107704,0.0,-0.3,107702,6.3,22.3,14.3,51.0,93.1,3.8,0.4,0.8,0.0,1.9,1.6,91.8,84.5,3.3,13.0,87.0,18.6,11365,23.0,49186,67.2,30.5,157100,43968,2.37,23663,45699,14.2,2767,43808,-4.5,6278,9596,0.0,0.0,0.7,0.0,0.0,22.0,2186156,444572,1704277,15973,149702,148,467.93,230.2
23003,0,71482,71870,0.0,-0.5,71870,4.9,19.7,19.5,50.7,95.7,0.7,1.7,0.5,0.0,1.3,1.0,94.9,88.0,4.9,19.5,84.2,16.4,7641,16.5,39571,71.7,17.5,88400,30459,2.30,20659,37138,15.7,2025,21896,-12.5,4365,6174,0.0,0.6,0.0,0.0,0.0,23.3,621636,230832,1105943,15350,71782,43,6671.33,10.8
23005,0,282401,281676,0.0,0.3,281674,5.1,20.4,14.6,51.4,93.3,2.5,0.4,2.1,0.0,1.7,1.9,91.7,83.7,5.5,7.8,93.6,39.9,23085,21.9,139546,67.8,27.0,245900,117138,2.33,32277,57267,10.7,10900,154313,2.8,25324,34968,0.0,0.6,1.1,0.0,0.6,29.0,0,3427913,5277196,19119,734947,529,835.24,337.2
23007,0,30746,30768,0.0,-0.1,30768,4.8,19.3,17.2,50.9,97.5,0.3,0.4,0.5,0.0,1.3,1.1,96.5,88.9,1.7,3.2,88.7,23.6,2937,23.4,21874,75.6,14.2,134300,12235,2.41,21595,40502,16.8,798,9021,-14.4,2508,3271,0.0,0.0,0.0,0.0,0.0,26.7,823516,0,381289,12807,43024,64,1696.61,18.1
23009,0,54578,54420,0.0,0.3,54418,4.5,17.9,18.9,51.1,97.0,0.5,0.4,0.9,0.0,1.2,1.2,96.0,88.4,2.5,3.2,91.7,31.4,5601,22.5,40638,75.0,8.6,203000,23649,2.23,27227,47421,12.4,2162,16427,-3.9,7328,8513,0.0,0.5,0.6,0.0,0.0,24.1,599099,256613,819990,15363,167455,169,1586.89,34.3
23011,0,121935,122151,0.0,-0.2,122151,5.1,20.3,15.8,51.3,96.5,0.6,0.5,0.8,0.0,1.6,1.3,95.4,86.5,2.4,5.5,90.9,24.4,13400,22.8,61197,72.2,21.7,151000,51043,2.32,25023,46904,12.2,3323,43645,0.9,8549,12364,0.0,0.0,0.8,0.0,0.9,26.0,584124,1195617,2382310,19729,198512,260,867.52,140.8
23013,0,39708,39736,0.0,-0.1,39736,4.8,19.0,19.7,50.6,97.1,0.6,0.4,0.5,0.0,1.4,1.0,96.3,87.0,2.2,2.6,90.3,28.4,4497,18.5,23812,79.0,12.6,202800,16876,2.32,26504,46845,11.4,1719,13737,-2.7,5648,7104,0.0,0.0,0.5,0.0,0.0,18.6,386986,177977,640156,15659,90110,124,365.13,108.8
23015,0,34224,34457,0.0,-0.7,34457,4.5,18.2,22.3,50.9,97.6,0.4,0.4,0.6,0.0,1.1,0.9,96.9,90.7,2.0,2.9,92.3,31.3,4029,25.1,23625,84.9,6.3,206900,15009,2.27,28741,48862,9.8,1409,8491,-0.3,4759,6598,0.0,0.0,0.0,0.0,0.8,22.4,122607,65761,433225,12412,72027,72,455.82,75.6
23017,0,57695,57831,0.0,-0.2,57833,5.0,20.9,17.3,50.5,97.0,0.4,0.4,0.6,0.0,1.5,1.1,96.1,87.9,1.6,3.6,88.2,18.3,6360,26.4,36251,78.0,15.5,144200,23512,2.39,21735,40889,13.4,1335,14041,-11.9,4385,6099,0.0,0.0,0.0,0.0,0.0,21.6,865837,188252,489480,8647,92619,123,2076.84,27.8
23019,0,153786,153921,0.0,-0.1,153923,5.1,19.5,14.7,50.7,95.5,0.8,1.2,1.0,0.0,1.5,1.1,94.6,83.8,2.6,5.2,89.9,23.4,14508,22.1,74382,69.7,21.5,137900,62570,2.34,23366,43601,16.3,4193,57599,1.3,9477,14132,0.3,0.6,1.0,0.0,0.9,24.0,1088511,0,2983923,20080,224163,369,3397.36,45.3
23021,0,17419,17535,0.0,-0.7,17535,4.2,18.8,21.1,50.4,97.1,0.4,0.6,0.8,0.0,1.1,1.0,96.3,89.6,1.6,3.3,87.9,16.9,2190,24.1,15467,79.2,8.4,106900,7860,2.20,20871,35123,16.9,435,4435,-14.4,1319,1957,0.0,0.0,0.0,0.0,0.0,23.0,119373,0,196521,11440,13589,24,3960.86,4.4
23023,0,35207,35293,0.0,-0.2,35293,5.1,20.3,17.2,51.5,96.3,0.9,0.4,0.8,0.0,1.6,1.3,95.3,87.4,2.6,4.5,92.3,31.1,4472,22.4,18388,76.0,14.4,192800,14853,2.37,28370,56865,9.4,949,13362,-4.0,3128,4666,0.0,0.0,0.0,0.0,0.0,24.8,0,113895,415540,11359,51500,60,253.70,139.1
23025,0,52028,52226,0.0,-0.4,52228,5.0,21.0,16.9,50.5,97.1,0.5,0.5,0.6,0.0,1.4,0.8,96.4,88.8,1.9,3.9,86.7,15.4,5790,24.4,30770,77.9,10.7,111700,21795,2.36,21105,37875,18.5,1167,13563,-18.0,3380,4351,0.0,0.0,0.0,0.0,0.0,20.0,1566889,76669,577288,11211,44981,45,3924.40,13.3
23027,0,38745,38786,0.0,-0.1,38786,5.2,20.7,16.6,51.1,97.3,0.4,0.5,0.5,0.0,1.3,1.0,96.5,86.4,1.5,2.4,90.0,24.6,4270,26.3,21743,79.2,9.0,152700,16204,2.36,22706,41728,14.5,972,8451,-9.1,3787,5089,0.0,0.0,0.0,0.0,0.0,29.7,210346,522257,340345,8857,37580,65,729.92,53.1
23029,0,32637,32856,0.0,-0.7,32856,5.0,19.6,19.9,50.8,92.4,0.5,4.9,0.5,0.0,1.7,1.6,91.0,87.1,3.6,4.9,85.9,19.2,3943,19.2,22989,76.6,7.6,104700,14111,2.25,19527,35272,20.4,862,6919,-13.8,3896,4460,0.0,0.8,0.0,0.0,0.6,21.5,444105,79089,405170,12360,24740,57,2562.66,12.8
23031,0,198199,197131,0.0,0.5,197131,5.1,20.9,15.7,51.3,96.5,0.7,0.3,1.1,0.0,1.3,1.3,95.4,88.1,3.2,7.6,90.9,28.0,20459,27.1,106138,74.8,22.0,233500,80319,2.43,28321,56552,8.7,5482,50480,-2.1,16243,23144,0.0,0.0,0.0,0.0,0.5,27.0,2904345,704167,2291378,11389,499096,523,990.71,199.0
24000,5884563,5839572,5773552,1.9,1.1,5773552,6.3,23.1,12.5,51.6,61.1,30.0,0.5,5.8,0.1,2.5,8.4,54.4,86.4,13.5,16.2,88.2,36.1,443652,31.7,2391350,68.7,25.4,319800,2128377,2.63,35751,72419,9.0,134579,2075507,0.8,424163,528112,19.3,0.6,6.8,0.1,4.9,32.6,41456097,51276797,75664186,13429,10758428,13481,9707.24,594.8
24001,0,74692,75087,0.0,-0.5,75087,4.6,17.6,18.0,48.1,89.1,8.3,0.2,0.8,0.0,1.6,1.5,87.8,85.3,1.8,4.1,86.4,15.9,7479,22.1,33358,70.0,19.9,123300,28596,2.35,21357,39408,14.9,1671,23745,-5.5,3134,5071,0.0,0.0,0.6,0.0,0.0,26.9,0,0,865196,11907,124706,70,424.16,177.0
24003,0,544403,537656,0.0,1.3,537656,6.4,23.0,12.1,50.6,77.1,16.1,0.4,3.6,0.1,2.7,6.4,71.9,86.6,7.7,10.1,90.4,36.3,56554,29.2,214520,74.9,17.3,361700,197348,2.61,39857,85690,5.5,13523,200134,8.3,37082,49600,9.0,0.4,4.6,0.0,3.2,31.4,3610107,6922158,9464955,18491,1288086,2360,414.90,1295.9
24005,0,809941,805029,0.0,0.6,805029,6.0,21.8,14.7,52.7,65.4,26.8,0.4,5.2,0.1,2.1,4.4,62.0,87.5,10.7,12.6,89.2,35.2,60413,28.2,336939,67.0,28.2,269400,315127,2.48,34304,65411,8.2,19805,310646,-1.2,58553,76111,17.3,0.3,6.1,0.1,2.2,30.7,9247191,5609327,12074866,15341,1414111,487,598.30,1345.5
24009,0,89256,88737,0.0,0.6,88737,5.5,25.4,11.4,50.9,81.7,13.8,0.4,1.5,0.1,2.5,2.9,79.3,91.2,3.5,4.7,92.1,29.2,8934,39.4,34148,84.0,5.5,384500,30381,2.89,37321,92981,4.6,1720,17161,15.0,6115,7554,13.0,0.0,0.0,0.0,0.0,33.4,0,43666,730625,8291,110741,223,213.15,416.3
24011,0,32985,33066,0.0,-0.2,33066,6.7,24.6,13.8,51.4,81.7,14.4,0.8,0.7,0.4,1.9,5.6,77.6,89.8,4.8,7.3,82.2,16.2,2973,33.6,13469,74.2,10.1,232600,11842,2.72,25652,61021,11.8,647,6469,-1.1,2433,2942,0.0,0.0,0.0,0.0,0.0,31.7,328988,129733,406934,12341,18868,29,319.42,103.5
24013,0,167288,167134,0.0,0.1,167134,5.1,23.8,13.5,50.6,93.2,3.5,0.2,1.5,0.0,1.5,2.8,90.8,93.1,3.6,4.9,90.3,31.5,13555,34.6,62584,83.9,11.7,342900,59314,2.75,35098,83325,5.6,4258,47373,8.8,11565,15984,2.1,0.5,1.6,0.0,2.2,27.2,1095101,556104,2141774,12645,203808,183,447.60,373.4
24015,0,101694,101108,0.0,0.6,101108,6.2,24.5,12.1,50.3,89.7,6.7,0.4,1.2,0.1,2.0,3.6,86.8,87.3,3.1,6.7,86.9,21.0,9224,29.8,41288,74.5,12.9,262600,35943,2.76,29079,66903,9.4,1783,23573,13.2,5662,7583,0.0,0.0,2.1,0.0,0.0,0.0,1301056,0,1099661,11063,133366,304,346.27,292.0
24017,0,149130,146551,0.0,1.8,146551,6.2,25.8,9.8,51.7,51.0,41.6,0.7,3.1,0.1,3.5,4.5,47.9,88.9,5.4,6.9,90.6,26.3,15592,42.3,55810,80.1,9.9,341200,50305,2.86,36519,92135,5.6,2668,31435,6.8,9215,11011,29.3,0.0,4.7,0.0,2.2,30.3,157963,0,2369800,16846,231630,717,457.75,320.2
24019,0,32640,32618,0.0,0.1,32618,6.2,21.7,17.9,52.1,68.7,28.0,0.4,1.0,0.0,1.9,3.8,65.8,88.6,3.4,4.6,82.2,18.0,3199,25.3,16574,69.8,14.3,202000,13528,2.35,26208,46683,15.0,739,8804,-8.8,2423,2942,0.0,0.0,0.0,0.0,0.0,30.5,991915,0,318559,10030,81825,52,540.77,60.3
24021,0,236745,233385,0.0,1.4,233385,6.2,24.7,11.4,50.8,83.8,9.2,0.5,4.1,0.1,2.4,7.6,77.3,87.4,9.2,11.9,91.5,36.6,18356,34.1,91258,75.9,16.6,335600,85048,2.67,36343,82668,5.4,5796,80958,11.9,16299,21430,5.9,0.0,3.3,0.0,3.6,31.1,3003696,1252142,3066281,13629,356482,644,660.22,353.5
24023,0,30051,30097,0.0,-0.2,30097,5.0,21.6,17.7,50.4,97.8,1.2,0.1,0.3,0.0,0.6,0.8,97.0,90.5,0.9,4.0,84.7,17.3,2281,22.6,18931,76.6,9.9,168500,12410,2.37,24779,45280,12.7,939,10957,18.9,2380,3478,0.0,0.0,0.0,0.0,0.0,23.5,143206,0,431388,14550,47284,93,647.10,46.5
24025,0,246489,244826,0.0,0.7,244826,5.9,24.0,12.8,51.1,81.6,13.2,0.3,2.6,0.1,2.3,3.7,78.7,90.6,4.8,7.5,91.3,30.9,22690,31.5,96024,81.5,15.1,295900,89260,2.71,34659,79953,6.5,5318,65678,11.6,15506,20260,9.2,0.0,3.7,0.0,0.0,34.3,2016099,1871327,3380253,14066,361855,801,437.09,560.1
24027,0,293142,287085,0.0,2.1,287085,6.0,25.4,10.6,51.0,63.2,18.2,0.4,14.9,0.1,3.3,6.0,58.5,87.3,17.6,21.9,94.9,58.7,19117,30.6,111200,74.2,24.9,447000,103547,2.71,46594,105692,4.5,8581,150997,11.9,23437,30899,14.9,0.6,13.5,0.0,2.6,30.1,2368343,7170808,4554990,16622,565685,1177,250.74,1144.9
24029,0,20204,20197,0.0,0.0,20197,4.8,17.4,22.5,52.3,81.6,15.5,0.2,1.0,0.0,1.7,4.5,77.9,89.3,3.6,6.0,85.5,29.6,2034,28.1,10606,74.7,11.9,272900,7605,2.44,31691,53480,12.7,660,6739,-4.0,1782,2694,0.0,0.0,0.0,0.0,0.0,25.5,290197,0,197080,9917,36003,46,277.03,72.9
24031,0,989794,971777,0.0,1.9,971777,6.5,23.7,12.6,51.9,63.6,18.2,0.7,14.4,0.1,3.0,17.5,48.7,86.1,31.4,38.1,91.1,56.8,50929,33.9,377575,68.8,32.9,469900,355434,2.68,48357,95660,6.3,26430,400239,-1.0,95960,115471,12.4,0.7,12.1,0.1,10.0,32.4,3264117,7426648,13255784,14080,1872772,2512,491.25,1978.2
24033,0,871233,863420,0.0,0.9,863420,6.8,23.5,9.8,52.0,26.6,65.4,1.0,4.3,0.2,2.5,15.2,15.2,84.6,19.8,19.8,85.8,29.7,62276,35.8,329794,64.1,32.4,312800,302091,2.78,32117,73447,8.2,14250,237908,-5.1,62171,72759,54.5,0.9,6.2,0.1,8.8,37.8,2504675,10449816,9209683,11060,1205022,1227,482.69,1788.8
24035,0,48354,47798,0.0,1.2,47798,5.5,23.2,15.5,50.3,89.8,7.1,0.4,1.1,0.0,1.6,3.2,87.0,91.2,3.4,5.7,90.3,29.9,4313,35.2,20303,86.0,6.0,365500,17189,2.72,37366,84483,6.3,1365,10705,11.8,4477,5701,0.0,0.0,0.0,0.0,0.0,31.3,238752,212901,618290,13203,103044,156,371.91,128.5
24037,0,107484,105151,0.0,2.2,105151,7.0,25.7,10.4,50.1,79.2,14.6,0.5,2.7,0.1,3.0,4.0,76.0,85.6,3.7,6.6,89.8,28.5,12639,29.8,41600,73.0,12.9,324500,36662,2.76,34718,82529,7.3,1910,28996,30.9,6072,7383,7.4,0.6,3.3,0.0,1.1,37.4,0,0,1193036,11883,132293,784,357.18,294.4
24039,0,26339,26470,0.0,-0.5,26470,4.8,16.9,14.1,46.3,54.7,42.5,0.3,0.8,0.0,1.7,3.3,52.2,80.8,4.0,6.7,81.6,14.3,2180,23.8,11237,66.6,14.4,162300,8573,2.32,17599,41420,19.7,383,3757,18.5,1447,2099,11.9,0.0,0.0,0.0,0.0,20.7,0,0,105159,4011,9899,62,319.72,82.8
24041,0,38025,37782,0.0,0.6,37782,4.9,19.0,24.4,52.3,83.4,13.4,0.3,1.4,0.1,1.5,5.8,78.5,89.1,4.9,7.7,88.8,32.7,4319,24.4,19645,74.6,12.7,352200,15539,2.38,38199,63399,7.7,1505,16554,-2.0,4178,5247,0.0,0.0,0.0,0.0,0.0,24.6,0,252667,711868,19732,104944,169,268.54,140.7
24043,0,148203,147430,0.0,0.5,147430,6.0,22.6,14.4,49.2,85.6,10.2,0.3,1.5,0.1,2.4,3.6,82.7,85.3,4.5,6.7,84.2,19.0,12478,28.2,60819,66.8,19.9,230500,55485,2.53,26392,53180,11.2,3489,55216,-5.8,8144,11240,3.9,0.0,2.1,0.0,0.0,26.0,2448692,1265253,2463271,16988,229661,168,457.78,322.1
24045,0,99190,98733,0.0,0.5,98733,6.3,22.2,13.3,52.2,69.7,24.9,0.3,2.7,0.1,2.2,4.7,66.0,80.6,6.9,9.9,85.4,25.6,8007,21.9,41332,64.7,19.2,195400,36406,2.59,25929,51739,15.0,2528,35484,-4.9,5642,8539,9.0,0.0,0.0,0.0,2.0,23.0,0,0,1780832,19078,184806,107,374.44,263.7
24047,0,51514,51454,0.0,0.1,51454,4.4,17.9,23.6,51.3,83.0,13.9,0.3,1.2,0.0,1.5,3.3,80.1,90.1,4.3,6.4,88.7,27.3,5406,22.3,55886,78.2,46.3,279600,21785,2.32,32811,57474,10.6,2123,16683,-9.4,4799,7514,0.0,0.0,0.0,0.0,0.0,0.0,154643,0,875104,17779,506848,121,468.28,109.9
24510,0,619493,620961,0.0,-0.2,620961,6.8,21.6,11.8,52.9,31.5,63.6,0.4,2.5,0.1,1.9,4.3,28.4,82.7,7.2,8.9,78.5,25.8,38704,29.6,296450,49.5,32.8,163700,238959,2.50,23853,40100,22.4,12319,274077,-8.1,35687,42272,34.6,0.0,5.9,0.0,2.1,37.0,5730887,4843424,4348797,6793,1434689,989,80.94,7671.5
25000,6646144,6607003,6547629,1.5,0.9,6547629,5.6,21.3,14.0,51.6,84.1,7.8,0.5,5.6,0.1,2.0,9.9,76.4,86.5,14.7,21.4,88.9,38.7,412617,27.5,2818940,63.6,41.8,343500,2522409,2.49,35051,65981,10.7,169790,2928545,-5.1,472534,596790,3.4,0.4,4.5,0.0,3.3,29.8,86428959,95275672,88082966,13553,14917210,7725,7800.06,839.4
25001,0,215769,215888,0.0,-0.1,215888,4.1,16.9,25.4,52.4,94.2,2.3,0.7,1.2,0.1,1.6,2.3,92.3,91.3,6.5,7.9,94.9,40.5,24097,24.3,161001,79.8,13.4,384200,96775,2.18,36000,60525,8.4,8214,68819,-4.7,24384,32205,1.2,0.5,1.5,0.0,0.0,28.3,533264,0,3973206,17878,890997,404,393.72,548.3
25003,0,130458,131219,0.0,-0.6,131219,4.5,19.1,19.0,51.8,93.4,3.0,0.3,1.3,0.0,2.0,3.5,90.5,88.5,4.6,6.9,90.7,30.2,11153,20.1,68497,69.0,30.1,208100,55793,2.25,29387,48705,11.8,4029,53706,-8.9,10072,12647,0.4,0.0,2.2,0.0,0.7,26.8,1425512,0,1901784,14605,401912,122,926.83,141.6
25005,0,548922,548285,0.0,0.1,548285,5.6,21.9,14.5,51.6,91.3,4.2,0.6,2.0,0.1,1.8,6.3,86.5,88.4,12.1,20.8,80.6,25.1,36141,26.3,231083,64.0,41.8,296400,210536,2.54,28682,55813,11.3,12804,192766,-5.1,30523,40792,1.3,0.3,1.9,0.0,1.2,26.7,8878114,7719769,8647669,15882,885231,478,553.10,991.3
25007,0,16766,16535,0.0,1.4,16535,5.2,19.0,16.7,50.4,91.3,3.5,1.2,0.9,0.1,3.0,2.5,89.5,92.6,7.5,7.1,92.7,42.5,1204,16.1,17385,81.7,4.3,679000,5568,2.90,33228,69760,10.2,1007,4827,-3.8,3396,4468,4.0,0.0,0.0,0.0,0.0,28.0,0,0,348999,22333,95785,89,103.25,160.2
25009,0,748930,743159,0.0,0.8,743159,5.8,22.7,14.4,51.9,88.1,5.6,0.8,3.4,0.1,2.0,16.9,75.7,87.6,14.7,23.6,88.4,36.4,46486,27.5,307559,64.9,43.0,362300,284940,2.54,34858,65785,10.6,17877,263022,-6.9,56198,68102,3.6,0.3,2.7,0.0,5.9,29.7,17488661,12405726,9822136,13399,1301497,725,492.56,1508.8
25011,0,71599,71372,0.0,0.3,71372,4.7,19.3,15.7,51.3,94.9,1.3,0.4,1.4,0.0,2.0,3.3,92.2,86.6,4.1,5.5,91.2,32.3,6292,24.4,33806,69.4,27.7,223200,30362,2.31,28313,52246,11.9,1590,19387,-21.7,6068,7193,0.0,0.0,0.0,0.0,0.0,31.2,1164378,460103,691013,9628,80305,59,699.32,102.1
25013,0,463783,463490,0.0,0.1,463490,6.0,23.4,14.3,51.9,84.1,10.5,0.8,2.1,0.2,2.3,21.4,67.2,87.1,8.6,23.6,83.5,23.9,34380,22.5,192197,63.0,38.8,202500,177954,2.51,25363,48866,16.6,9709,163812,-9.6,23295,31456,4.6,0.0,3.0,0.0,4.8,28.5,6001102,4991824,5668671,12119,661740,309,617.14,751.0
25015,0,157822,158080,0.0,-0.2,158080,3.7,16.2,13.0,53.1,89.6,3.0,0.3,4.8,0.1,2.3,4.9,85.8,83.1,8.1,10.2,92.3,42.0,10582,22.9,62766,67.2,34.0,263600,58921,2.27,29113,60331,11.8,3541,55180,19.9,12472,15970,1.9,0.0,3.4,0.0,0.0,32.7,1098826,2021848,1546067,9962,225453,144,527.26,299.8
25017,0,1518171,1503085,0.0,1.0,1503085,5.7,21.0,13.3,51.3,82.8,5.2,0.3,9.8,0.1,1.9,6.8,77.1,86.0,18.7,24.3,91.8,49.8,81460,28.0,614036,63.4,44.8,410100,577349,2.49,41453,79691,7.7,42001,791554,-7.2,121791,154765,2.7,0.3,6.2,0.1,2.8,31.1,22482647,32873334,19661130,13325,3250213,1823,817.82,1837.9
25019,0,10142,10172,0.0,-0.3,10172,6.8,21.1,12.6,49.0,90.1,7.0,0.1,1.3,0.0,1.4,10.0,80.6,89.7,14.0,13.2,93.1,42.1,619,11.0,11776,70.1,9.8,993900,3745,2.52,51456,84979,8.8,887,3633,-4.9,2044,3017,0.0,0.0,0.0,0.0,0.0,24.3,0,39771,342825,30997,88915,54,44.97,226.2
25021,0,675436,670850,0.0,0.7,670850,5.5,22.3,14.7,52.1,83.0,6.2,0.2,8.9,0.0,1.6,3.5,80.2,88.6,15.0,18.3,93.5,48.2,40877,30.7,271502,70.4,37.1,398100,255944,2.53,43685,83733,6.3,19033,307860,-8.8,51892,68025,2.9,0.3,6.2,0.0,1.5,30.0,10340798,12398878,11241440,17133,1294000,1016,396.11,1693.6
25023,0,497579,494919,0.0,0.5,494919,5.6,23.6,14.4,51.3,87.5,9.1,0.3,1.4,0.1,1.6,3.3,85.0,90.2,8.0,11.3,91.9,32.9,38083,32.2,201419,77.5,23.1,350700,178996,2.69,34285,74698,7.2,11786,145545,-1.5,34698,45079,2.8,0.0,2.2,0.0,1.1,29.2,2577234,5253568,6615087,13463,794552,809,659.08,750.9
25025,0,730932,722023,0.0,1.2,722023,5.6,17.6,10.6,51.8,63.5,24.4,0.8,8.5,0.2,2.6,20.3,48.6,77.1,27.8,37.5,83.1,39.2,24628,28.7,317327,36.1,80.8,371300,286437,2.34,32034,51638,20.8,19525,556104,-2.6,46252,55613,11.0,0.7,7.8,0.1,8.3,29.5,3703400,8914822,7565785,10381,3795879,902,58.15,12415.7
25027,0,801227,798552,0.0,0.3,798552,5.8,23.0,12.9,50.7,88.8,4.8,0.3,4.2,0.1,1.8,9.6,80.8,87.9,10.9,17.5,88.7,33.3,56615,27.3,328586,67.2,36.8,274900,299089,2.57,31470,65772,9.9,17625,267175,-8.9,49449,64114,2.4,0.0,3.8,0.0,2.8,28.2,10706055,6913732,10057154,12634,1150731,791,1510.77,528.6
26000,9883360,9876801,9883635,0.0,-0.1,9883640,5.9,23.2,14.1,50.9,80.2,14.3,0.7,2.5,0.0,2.1,4.5,76.4,85.4,6.0,9.0,88.4,25.3,711613,23.9,4525480,73.5,18.1,137300,3825182,2.53,25482,48669,15.7,219119,3288456,-19.3,679752,816972,8.9,0.7,2.6,0.1,1.3,30.4,234455768,107109349,109102594,10855,14536648,9341,56538.90,174.8
26001,0,10800,10942,0.0,-1.3,10942,3.1,14.4,32.4,49.5,98.0,0.2,0.7,0.2,0.0,0.8,1.2,96.8,92.1,1.7,2.1,85.9,12.8,1725,23.0,11040,90.2,0.9,114700,4643,2.35,21003,35490,15.3,198,998,-30.8,726,935,0.0,0.0,0.0,0.0,0.0,20.4,0,0,55317,4848,4236,19,674.59,16.2
26003,0,9513,9601,0.0,-0.9,9601,3.7,16.6,20.9,45.5,86.2,6.6,4.2,0.4,0.0,2.7,1.3,85.1,85.5,2.1,4.2,86.5,17.1,1137,17.8,6556,82.4,8.4,114700,3606,2.34,19858,38231,14.0,241,1646,-42.3,576,550,0.0,0.0,0.0,0.0,0.0,0.0,193878,0,54386,5636,14239,37,915.07,10.5
26005,0,111234,111408,0.0,-0.2,111408,6.5,25.8,13.3,50.2,95.6,1.5,0.7,0.7,0.0,1.6,6.8,89.5,88.5,3.3,6.1,89.4,20.1,8326,23.9,49568,82.8,9.4,147600,41914,2.62,23395,51232,12.6,2258,30696,-15.1,7639,10312,0.0,0.0,0.3,0.0,1.4,25.6,4240717,506692,881344,7805,118800,145,825.23,135.0
26007,0,29386,29598,0.0,-0.7,29598,4.9,20.4,19.9,51.0,97.5,0.4,0.5,0.6,0.0,1.0,1.1,96.4,87.8,1.7,4.0,88.1,15.4,2862,15.8,16071,79.5,10.8,102800,13234,2.21,21867,38081,17.1,830,9703,-12.9,1919,2468,0.0,0.0,0.0,0.0,0.0,27.5,587361,0,416778,14018,32160,11,571.86,51.8
26009,0,23316,23580,0.0,-1.1,23580,4.8,20.1,22.7,50.5,96.9,0.4,1.1,0.2,0.0,1.4,1.8,95.3,89.7,1.6,2.8,90.0,23.4,2645,23.1,17967,84.8,5.5,156600,9720,2.41,23941,42440,16.7,551,3430,-38.3,1986,2720,0.0,0.0,0.0,0.0,0.0,26.9,193641,0,156734,6480,35232,42,475.70,49.6
26011,0,15649,15899,0.0,-1.6,15899,4.3,19.5,20.7,49.2,96.9,0.4,1.3,0.2,0.1,1.2,1.6,95.4,87.9,0.9,2.5,81.1,10.8,1569,28.4,9745,82.7,5.4,94900,6526,2.35,19386,36281,17.9,327,2817,-51.5,965,1263,0.0,0.0,0.0,0.0,0.0,28.2,126555,0,118751,7144,15617,7,363.19,43.8
26013,0,8808,8860,0.0,-0.6,8860,4.5,19.6,17.2,45.1,74.7,7.4,13.3,0.2,0.0,4.4,1.1,74.1,87.8,2.2,5.6,82.6,11.3,769,15.7,5315,76.1,8.8,84700,3308,2.27,19076,40115,13.0,209,1818,-19.4,392,819,0.0,12.6,0.0,0.0,0.0,0.0,0,4594,67726,7801,5641,8,898.26,9.9
26015,0,58820,59173,0.0,-0.6,59173,5.7,23.9,15.0,49.7,97.3,0.5,0.5,0.4,0.0,1.3,2.4,95.1,90.3,1.4,2.9,90.6,16.9,5275,26.7,27090,84.7,6.7,142800,22831,2.58,24989,52061,10.1,892,8970,-23.5,3677,3906,0.0,0.0,0.0,0.0,0.0,29.7,977390,72312,276150,4676,32312,71,553.09,107.0
26017,0,107110,107771,0.0,-0.6,107771,5.6,21.8,16.6,51.0,95.2,1.7,0.6,0.6,0.0,1.9,4.7,91.0,87.2,1.6,3.7,88.2,18.3,9305,20.9,48125,79.5,14.9,104600,44005,2.42,23642,45962,12.7,2291,29340,-17.0,5629,7382,0.0,1.5,0.6,0.0,1.9,30.0,1107212,0,1301043,12117,134694,91,442.30,243.7
26019,0,17443,17525,0.0,-0.5,17525,5.0,20.3,21.4,50.6,96.4,0.6,1.5,0.3,0.0,1.2,1.9,94.6,91.0,1.5,3.3,90.2,25.2,2061,23.7,12281,85.2,4.7,156700,7366,2.35,24267,47017,11.7,430,3129,-2.3,1646,1918,0.0,0.0,0.0,0.0,0.0,24.6,0,3469,131310,7488,44171,38,319.70,54.8
