fips,PST045212,PST045211,PST040210,PST120212,PST120211,POP010210,AGE135211,AGE295211,AGE775211,SEX255211,RHI125211,RHI225211,RHI325211,RHI425211,RHI525211,RHI625211,RHI725211,RHI825211,POP715211,POP645211,POP815211,EDU635211,EDU685211,VET605211,LFE305211,HSG010211,HSG445211,HSG096211,HSG495211,HSD410211,HSD310211,INC910211,INC110211,PVY020211,BZA010210,BZA110210,BZA115210,NES010210,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030211,LND110210,POP060210
00000,313914040,311587816,308747508,1.7,0.9,308745538,6.5,23.7,13.3,50.8,78.1,13.1,1.2,5.0,0.2,2.3,16.7,63.4,84.6,12.8,20.3,85.4,28.2,22215303,25.4,132312404,66.1,25.9,186200,114761359,2.60,27915,52762,14.3,7396628,111970095,-1.8,22110628,27092908,7.1,0.9,5.7,0.1,8.3,28.8,5338306501,4174286516,3917663456,12990,613795732,624061,3531905.43,87.4
01000,4822023,4803689,4779745,0.9,0.5,4779736,6.3,23.5,14.0,51.5,70.1,26.5,0.7,1.2,0.1,1.4,4.0,66.8,84.5,3.4,5.0,81.9,22.0,403982,24.0,2182088,70.7,15.5,120800,1831269,2.53,23483,42934,17.6,99251,1568111,-5.1,320605,382350,14.8,0.8,1.8,0.1,1.2,28.1,112858843,52252752,57344851,12364,6426342,11667,50645.33,94.4
01001,0,55267,54571,0.0,1.3,54571,6.5,26.0,12.3,51.2,78.6,18.5,0.5,0.9,0.1,1.4,2.6,76.4,84.8,2.0,3.8,86.5,21.6,5942,25.3,22460,77.7,7.2,137500,19998,2.68,25035,53899,10.9,871,10167,11.5,3072,4067,15.2,0.0,1.3,0.0,0.7,31.7,0,0,598175,12003,88157,106,594.44,91.8
01003,0,186717,182265,0.0,2.4,182265,6.0,22.8,17.1,51.2,87.3,9.7,0.7,0.8,0.1,1.4,4.5,83.2,83.3,3.7,5.4,87.9,27.2,20254,25.5,104701,76.2,23.3,175700,70757,2.50,27217,51321,12.5,4665,51171,15.0,16015,19035,2.7,0.4,1.0,0.0,1.3,27.3,1410273,0,2966489,17166,436955,756,1589.78,114.6
01005,0,27119,27457,0.0,-1.2,27457,6.2,21.8,14.6,46.5,51.0,46.9,0.6,0.4,0.2,0.8,5.3,46.7,82.1,3.0,5.0,72.4,13.9,2167,23.4,11692,66.4,10.3,91600,9589,2.57,15899,34041,24.7,516,7604,-30.5,1431,1667,0.0,0.0,0.0,0.0,0.0,27.0,0,0,188337,6334,0,55,884.88,31.0
01007,0,22766,22919,0.0,-0.7,22915,5.6,22.1,13.3,46.1,76.2,22.3,0.3,0.1,0.1,0.9,2.0,74.5,90.7,1.3,2.0,75.9,9.8,1824,27.8,9014,83.0,6.3,87500,7225,3.05,18462,40506,15.7,293,2926,-14.0,1216,1385,14.9,0.0,0.0,0.0,0.0,0.0,0,0,124707,5804,10757,11,622.58,36.8
01009,0,57677,57322,0.0,0.6,57322,6.2,24.4,15.0,50.6,96.1,1.9,0.6,0.2,0.1,1.1,8.6,88.0,86.6,4.5,6.8,73.2,11.3,4019,33.5,24144,79.9,4.9,111500,20954,2.70,21185,45404,13.7,701,6433,-18.2,3560,4458,0.0,0.0,0.0,0.0,0.0,23.2,341544,0,319700,5622,20941,2,644.78,88.9
01011,0,10542,10915,0.0,-3.4,10914,7.0,21.9,13.6,45.7,27.5,69.5,0.9,0.2,0.8,1.0,7.7,22.9,84.4,4.5,5.1,72.0,14.4,830,28.3,4447,79.6,10.1,68000,3760,2.78,20678,31955,26.0,120,2048,-13.1,412,417,0.0,0.0,0.0,0.0,0.0,38.8,0,0,43810,3995,3670,0,622.81,17.5
01013,0,20650,20947,0.0,-1.4,20947,6.5,23.6,17.1,53.1,54.4,43.5,0.4,0.9,0.1,0.8,1.1,53.8,93.0,1.0,1.6,74.7,12.4,1629,23.9,9899,71.1,13.8,74300,8090,2.55,17091,31273,25.7,423,5534,4.7,1198,1769,0.0,0.0,3.3,0.0,0.0,0.0,399132,56712,229277,11326,28427,11,776.83,27.0
01015,0,117797,118572,0.0,-0.7,118572,6.1,22.8,14.6,51.9,76.2,20.9,0.5,0.8,0.1,1.6,3.4,73.3,83.5,2.3,4.5,77.9,15.8,11564,22.2,53347,70.1,13.8,99600,45923,2.50,20903,39467,20.4,2427,36951,-9.0,6356,8713,7.2,0.0,1.6,0.0,0.5,24.7,2679991,0,1542981,13678,186533,83,605.87,195.7
01017,0,33939,34215,0.0,-0.8,34215,5.7,22.3,17.0,52.2,59.3,38.8,0.2,0.6,0.0,1.1,1.7,58.1,84.8,1.1,1.8,74.2,10.5,2923,24.1,16969,71.4,10.6,82400,13562,2.50,17705,32186,21.0,573,6138,-46.7,2232,1981,0.0,0.0,0.0,0.0,0.0,29.3,667283,0,264650,7620,23237,2,596.53,57.4
01019,0,26057,25989,0.0,0.3,25989,5.1,21.1,18.4,50.4,92.9,5.0,0.6,0.2,0.0,1.3,1.4,91.7,89.3,0.8,1.3,73.5,11.3,2254,25.8,16467,75.8,4.5,96200,11508,2.20,21673,37833,20.8,358,3466,1.5,1644,2180,0.0,0.0,0.0,0.0,0.0,14.5,307439,62293,186321,7613,13948,49,553.70,46.9
01021,0,43895,43642,0.0,0.6,43643,6.8,24.8,14.1,50.7,87.7,10.3,0.5,0.3,0.2,1.0,7.8,80.8,88.3,4.4,6.5,74.8,12.4,3128,32.3,19339,75.3,4.0,104300,16277,2.65,20826,40418,17.4,735,6756,-0.9,2744,0,0.0,0.0,0.0,0.0,0.0,0.0,0,155139,359910,8496,34073,17,692.85,63.0
01023,0,13609,13858,0.0,-1.8,13859,5.1,22.1,19.0,52.3,55.8,43.4,0.1,0.2,0.0,0.5,0.6,55.4,92.8,0.4,1.3,73.6,10.5,817,34.8,7166,84.8,3.8,61400,5165,2.67,18201,32188,20.5,269,2804,-24.0,800,1102,26.2,0.0,0.0,0.0,0.0,44.1,0,52904,84633,5969,11345,0,913.50,15.2
01025,0,25695,25840,0.0,-0.6,25833,5.6,24.2,16.6,52.9,54.3,44.2,0.4,0.4,0.0,0.7,1.2,53.5,93.0,0.5,1.5,78.1,13.2,1754,25.5,12574,77.1,6.7,79900,9114,2.83,18471,29668,27.2,624,6536,-16.7,1809,2374,0.0,0.0,0.0,0.0,0.0,28.6,571454,85803,344311,13034,23596,4,1238.47,20.9
01027,0,13862,13932,0.0,-0.5,13932,5.6,22.3,18.6,51.1,82.6,15.2,0.4,0.2,0.0,1.6,2.9,80.0,87.6,2.2,3.0,72.8,9.1,1118,27.4,6768,76.4,8.1,83400,5837,2.35,18284,35410,18.7,194,3137,-31.1,780,1005,0.0,0.0,0.0,0.0,0.0,0.0,330878,0,70558,5123,4352,0,603.96,23.1
01029,0,14835,14972,0.0,-0.9,14972,6.0,23.4,16.2,50.4,94.4,4.0,0.4,0.2,0.1,1.0,2.4,92.2,88.0,1.2,2.1,73.0,9.4,1099,29.4,6745,78.5,5.6,88200,5521,2.67,18881,38785,16.8,171,1934,-14.2,952,1280,0.0,0.0,0.0,0.0,0.0,17.7,0,5888,133407,9080,4134,1,560.10,26.7
01031,0,50526,49948,0.0,1.2,49948,6.7,24.1,14.7,50.7,76.9,17.5,1.5,1.3,0.5,2.3,6.4,72.0,83.0,4.7,6.7,80.2,21.3,5936,21.0,22473,70.6,13.4,121800,18799,2.58,22953,42065,17.7,1022,12607,-4.7,2603,4032,6.0,0.0,1.3,0.0,0.7,29.3,613758,131594,639623,13665,50080,216,678.97,73.6
01033,0,54512,54428,0.0,0.2,54428,5.6,21.9,17.6,51.9,81.2,16.3,0.5,0.5,0.0,1.4,2.2,79.3,86.6,1.7,2.5,80.8,17.4,4429,22.7,25723,72.7,12.9,97300,22322,2.41,21693,40247,16.5,1284,18700,-3.5,3846,4757,0.0,0.0,0.0,0.0,0.0,22.8,2083166,351388,821284,15040,61935,127,592.62,91.8
01035,0,13105,13228,0.0,-0.9,13228,5.8,22.4,18.6,51.5,51.6,46.7,0.4,0.2,0.0,1.1,1.5,50.8,96.6,0.2,1.2,72.7,11.6,1143,23.9,7035,79.4,6.7,76700,4712,2.80,16673,27977,28.0,214,2627,-30.3,740,980,0.0,0.0,0.0,0.0,0.0,23.0,183544,76736,71232,5430,8667,0,850.16,15.6
01037,0,10713,11537,0.0,-7.1,11539,4.9,21.0,13.9,50.1,66.9,31.1,0.6,0.2,0.1,1.1,2.2,65.6,87.0,1.9,2.7,76.2,9.5,1004,29.1,6490,84.6,2.3,79200,4667,2.34,19966,37191,18.8,94,1009,-29.4,396,545,0.0,0.0,0.0,0.0,0.0,0.0,89585,31647,20531,1904,575,0,650.93,17.7
01039,0,38058,37765,0.0,0.8,37765,5.9,22.4,18.6,51.6,84.7,12.9,0.6,0.5,0.0,1.3,1.4,83.6,87.7,1.3,2.4,76.6,12.9,3716,20.4,18774,74.0,5.6,86100,14742,2.53,20246,33544,21.6,864,10480,-4.0,2317,2957,0.0,0.0,0.0,0.0,0.0,0.0,561168,338692,424873,11544,30271,17,1030.46,36.6
01041,0,13911,13906,0.0,0.0,13906,6.2,23.6,16.0,51.7,72.1,24.1,0.4,1.8,0.1,1.4,1.7,70.7,87.2,2.0,2.7,76.1,11.6,1389,28.5,6710,69.1,8.9,75400,5650,2.44,21993,38041,16.9,237,3101,5.4,811,1027,25.8,0.0,0.0,0.0,0.0,30.2,270809,131874,75456,5491,5640,8,608.84,22.8
01043,0,80536,80406,0.0,0.2,80406,6.1,22.9,16.2,50.5,96.4,1.4,0.6,0.5,0.0,1.1,4.5,92.3,85.1,2.7,4.3,76.6,14.2,6289,27.4,37121,75.3,8.2,102300,31364,2.52,20621,38703,17.6,1735,21578,-1.1,5537,7873,1.1,0.0,1.1,0.0,0.0,23.9,1393437,0,867058,10757,102291,69,734.84,109.4
01045,0,50044,50251,0.0,-0.4,50251,7.1,24.5,13.8,50.8,75.4,19.7,0.9,1.2,0.1,2.7,5.6,70.9,76.4,3.9,6.5,83.1,17.6,6920,20.3,22759,61.3,13.5,96800,19454,2.48,22326,45491,15.5,839,13158,29.5,2363,2951,0.0,0.0,0.0,0.0,0.0,0.0,114991,69341,332503,6889,37229,26,561.15,89.6
01047,0,43332,43820,0.0,-1.1,43820,7.3,26.3,14.5,53.7,29.4,69.4,0.2,0.4,0.0,0.7,0.8,29.0,85.6,0.8,1.4,76.2,13.6,3304,25.1,20098,61.5,17.1,70200,16913,2.56,17259,26909,34.7,780,11399,-24.6,2731,3148,49.1,0.0,4.4,0.0,0.0,28.8,1174763,0,437359,10223,33708,76,978.70,44.8
01049,0,71375,71109,0.0,0.4,71109,7.0,25.6,14.1,50.7,92.3,2.2,2.2,0.4,0.8,2.1,14.0,80.9,88.2,7.3,10.6,70.3,10.7,4501,23.1,31336,78.0,6.9,87400,26196,2.66,18788,36853,19.8,1119,17141,-18.5,4681,5908,0.0,0.8,0.6,0.0,0.0,25.8,1831626,0,635185,9303,67915,26,777.09,91.5
01051,0,80162,79303,0.0,1.1,79303,6.0,23.0,12.3,51.2,76.3,21.1,0.4,0.7,0.1,1.4,2.8,74.0,84.0,2.2,3.8,84.9,21.2,8098,27.8,33245,76.9,7.6,143200,28085,2.59,23828,54831,12.4,1111,13768,46.9,5072,6513,9.1,0.0,0.0,0.0,0.0,28.3,766344,104885,618313,7982,47884,142,618.49,128.2
01053,0,38095,38319,0.0,-0.6,38319,6.2,22.7,15.3,48.4,62.6,32.1,3.4,0.3,0.1,1.5,2.0,61.0,89.8,1.1,1.4,73.7,11.8,3117,24.6,16406,72.0,8.5,84500,13860,2.53,16509,31638,23.7,768,9371,-19.8,2104,2765,9.0,3.2,0.0,0.0,0.0,21.3,665336,93125,379587,10089,31909,11,945.08,40.5
01055,0,104303,104430,0.0,-0.1,104430,6.0,22.9,15.9,51.6,81.5,15.5,0.6,0.7,0.3,1.4,3.5,78.8,84.6,2.2,2.9,81.7,15.3,9449,23.9,47346,73.3,11.6,102000,41160,2.49,20818,37772,18.0,2032,29476,-14.2,6947,9147,6.1,0.0,0.0,0.0,0.6,25.7,1252962,518424,1114841,10801,137966,99,534.99,195.2
01057,0,17182,17241,0.0,-0.3,17241,5.7,21.7,18.4,50.6,86.7,11.8,0.4,0.3,0.0,0.9,1.4,85.5,88.1,0.6,1.5,74.6,10.9,1312,28.1,8384,73.7,7.9,72200,7240,2.35,18336,33378,19.7,338,3664,-31.3,1137,1378,5.1,0.0,0.0,0.0,0.0,24.3,186247,22463,130362,7433,10869,3,627.66,27.5
01059,0,31884,31704,0.0,0.6,31704,7.1,24.6,15.2,50.2,92.3,4.4,1.5,0.3,0.1,1.4,15.1,79.0,85.6,8.0,12.2,71.6,11.4,1961,24.9,14010,68.9,11.7,81400,12376,2.52,18715,35831,20.1,540,9621,-2.3,1947,2357,0.0,0.0,0.0,0.0,0.0,23.2,671954,67398,269096,8786,25389,35,633.82,50.0
01061,0,26781,26790,0.0,0.0,26790,5.8,22.0,17.8,51.2,87.2,10.0,0.9,0.3,0.1,1.5,3.4,84.2,84.1,1.9,3.4,74.6,10.3,2543,25.3,12720,71.2,6.5,82000,10892,2.42,20120,35237,19.1,422,3961,-10.2,1606,1736,0.0,0.0,0.0,0.0,0.0,0.0,153342,231687,170044,6612,10402,11,574.41,46.6
01063,0,8921,9045,0.0,-1.4,9045,6.2,24.0,16.4,53.1,18.7,80.4,0.2,0.2,0.0,0.5,0.9,18.2,90.7,0.0,0.3,73.0,10.6,467,24.2,4969,71.4,10.7,77100,3357,2.72,15210,23004,31.7,107,1376,4.5,454,657,60.3,0.0,0.0,0.0,0.0,36.1,0,0,33639,3697,1226,3,647.11,14.0
01065,0,15421,15760,0.0,-2.2,15760,6.0,24.1,15.9,52.7,40.6,58.3,0.2,0.3,0.0,0.5,1.1,39.9,88.1,0.9,1.9,71.0,10.0,1244,26.2,7588,75.8,6.6,73500,5858,2.66,16480,29236,25.9,192,2130,-33.6,948,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,86735,4794,3136,6,643.94,24.5
01067,0,17412,17302,0.0,0.6,17302,5.7,22.6,18.1,52.1,69.8,28.4,0.4,0.4,0.0,1.0,2.5,67.8,92.8,2.7,4.4,76.4,14.8,1465,26.3,8998,80.7,3.9,95100,6783,2.51,20079,39948,15.2,299,2761,-34.0,963,1091,0.0,0.0,0.0,0.0,0.0,18.2,425821,0,92574,5559,7415,41,561.75,30.8
01069,0,102369,101547,0.0,0.8,101547,6.5,24.3,14.8,52.2,70.8,26.2,0.5,0.9,0.1,1.6,3.1,68.4,85.8,2.2,4.2,82.9,18.8,9263,19.9,45706,66.8,14.8,120500,38500,2.57,23152,41766,17.1,2765,42943,-7.1,6892,10151,12.1,0.0,1.4,0.0,1.3,25.5,1310677,0,1909615,19608,177224,236,579.82,175.1
01071,0,53291,53226,0.0,0.1,53227,5.5,22.1,17.1,50.8,91.9,3.6,1.5,0.4,0.1,2.5,2.6,89.9,89.8,1.7,3.1,74.4,13.5,3928,26.3,24743,76.2,6.5,88900,21629,2.44,19770,36383,17.1,854,11681,-21.0,3281,4337,0.0,4.3,0.0,0.0,0.0,26.8,1525396,0,410988,7784,39315,37,1077.87,49.4
01073,0,658931,658466,0.0,0.1,658466,6.8,23.5,13.3,52.7,54.7,42.3,0.4,1.5,0.1,1.0,4.0,51.4,82.8,4.2,5.8,86.7,29.0,50455,23.4,299482,66.0,24.0,141700,259394,2.48,26962,45750,16.2,16614,315652,-12.8,47512,55470,23.4,0.4,2.4,0.0,1.3,29.8,10260950,13756797,11066328,16730,1268154,1718,1111.28,592.5
01075,0,14311,14564,0.0,-1.7,14564,5.5,22.1,19.1,51.4,86.9,11.6,0.2,0.1,0.0,1.2,1.3,85.7,86.7,0.3,0.9,76.3,9.4,1363,24.0,7306,73.4,9.3,70000,6016,2.38,20865,34711,19.1,240,2731,-43.6,1034,1340,0.0,0.0,0.0,0.0,0.0,25.8,234908,0,70780,4887,6008,1,604.85,24.1
01077,0,92781,92709,0.0,0.1,92709,5.6,21.3,17.1,52.2,87.1,10.3,0.4,0.8,0.1,1.3,2.4,85.1,85.4,1.9,2.9,82.9,21.6,7610,23.8,44033,71.3,14.8,108100,38315,2.36,22692,39702,17.4,1993,25485,-18.5,6785,8317,5.5,0.0,0.8,0.0,0.0,27.6,1083658,514555,1131585,12783,136587,113,667.70,138.8
01079,0,34117,34339,0.0,-0.6,34339,5.9,22.8,15.2,51.1,78.1,11.8,5.7,0.2,0.0,4.2,1.9,76.6,90.3,1.3,2.3,77.7,12.3,2258,26.7,15184,78.7,5.7,95000,13531,2.51,19676,40009,14.4,414,4395,-18.4,2045,2289,0.0,0.0,0.0,0.0,1.1,0.0,0,23787,166958,4889,22719,0,690.68,49.7
01081,0,143468,140247,0.0,2.3,140247,5.9,21.8,9.2,50.6,72.3,23.0,0.4,2.7,0.1,1.5,3.4,69.6,76.1,4.8,6.6,85.5,31.2,9821,20.3,63483,63.2,23.4,144100,55176,2.41,23015,42320,19.8,2352,34910,8.2,8875,10319,16.2,0.0,2.0,0.4,0.0,28.2,0,0,1451634,11099,201205,957,607.54,230.8
01083,0,85369,82782,0.0,3.1,82782,6.4,23.6,12.5,49.4,82.8,13.3,0.9,1.2,0.2,1.7,5.7,78.2,87.3,3.8,5.9,80.4,21.1,7158,25.6,36019,77.2,9.0,128700,30821,2.50,24157,47199,13.8,1262,13849,-20.0,5131,5914,4.8,1.1,0.8,0.0,1.3,25.8,947299,248292,723200,9785,68140,95,559.94,147.8
01085,0,11147,11299,0.0,-1.3,11299,6.7,24.2,15.2,53.2,25.9,72.8,0.2,0.3,0.0,0.8,1.1,25.5,89.4,0.2,0.8,74.3,13.7,696,34.4,5048,74.2,7.1,64900,4215,2.72,17671,27905,27.3,125,2112,-1.8,934,682,57.3,0.0,0.0,0.0,0.0,35.2,1156888,0,103636,8184,595,3,715.91,15.8
01087,0,21182,21452,0.0,-1.3,21452,5.1,19.5,14.5,54.0,16.7,81.5,0.2,0.4,0.0,1.2,1.8,15.9,83.7,0.7,3.5,78.9,21.1,1900,23.0,10166,67.9,15.6,77900,8031,2.37,16763,29355,26.7,205,6209,-2.2,1564,1584,66.7,0.0,0.0,0.0,0.0,0.0,0,0,87509,3932,19354,5,608.89,35.2
01089,0,340111,334811,0.0,1.6,334811,6.1,23.3,12.4,51.0,69.8,24.5,0.8,2.5,0.1,2.3,4.7,66.0,83.9,5.3,7.0,88.9,37.4,34113,21.0,149385,70.1,21.5,160400,128869,2.50,30708,57453,12.4,8093,151530,19.5,21461,26467,12.3,1.4,3.5,0.0,1.3,29.2,8650700,2970410,4438653,14145,596324,1924,801.59,417.7
01091,0,20692,21029,0.0,-1.6,21027,6.0,24.0,16.7,52.8,46.9,51.7,0.2,0.3,0.2,0.8,1.7,45.7,89.1,0.1,0.5,80.9,17.8,1698,20.3,10201,73.4,8.1,88500,8359,2.50,19075,35165,20.8,482,5895,-4.5,1272,1604,0.0,0.0,0.0,0.0,0.0,21.4,542135,64589,197221,9274,16684,4,976.88,21.5
01093,0,30663,30776,0.0,-0.4,30776,5.4,21.5,18.5,50.3,94.0,4.3,0.4,0.2,0.1,1.0,2.2,92.1,86.1,1.1,2.5,69.2,8.5,2462,22.5,14712,75.3,11.6,75900,12806,2.32,18358,31799,20.3,523,6587,-37.0,1988,2224,0.0,0.0,0.0,0.0,0.0,0.0,794483,162519,209924,7116,19081,8,742.29,41.5
01095,0,94166,93019,0.0,1.2,93019,7.0,25.0,15.0,50.7,94.1,2.3,1.2,0.6,0.2,1.5,12.5,83.1,85.7,8.2,10.9,74.5,15.2,7792,24.4,40569,72.2,9.0,107000,34587,2.63,20590,38563,19.7,1870,31731,-2.8,6789,8700,0.0,0.0,0.9,0.0,1.0,24.9,3029491,1138701,1357696,15434,103539,46,565.84,164.4
01097,0,412577,412990,0.0,-0.1,412992,6.8,24.9,13.2,52.0,60.8,34.9,0.9,1.9,0.1,1.4,2.5,58.8,85.8,3.3,4.8,82.9,20.1,35538,24.1,180045,67.9,17.4,124100,155638,2.58,22306,42187,19.2,8826,148500,-5.1,32114,34836,18.8,0.0,2.4,0.0,1.2,29.5,12407151,3268730,5225494,12895,562436,1541,1229.44,335.9
01099,0,22760,23070,0.0,-1.3,23068,5.9,24.9,16.0,52.0,55.3,41.7,1.1,0.4,0.0,1.5,1.1,54.6,89.3,1.3,2.3,75.4,10.4,1356,23.9,11276,74.5,6.3,77900,8943,2.57,17408,29849,26.9,402,5169,-38.2,1444,2257,23.6,0.0,0.0,0.0,0.0,24.5,1251911,92815,212618,9342,14796,0,1025.68,22.5
01101,0,232032,229363,0.0,1.2,229363,6.8,24.8,12.0,52.5,41.1,55.0,0.4,2.1,0.1,1.3,3.6,38.3,79.4,4.1,5.7,84.6,31.2,20957,19.5,101461,63.1,22.3,124000,88091,2.50,24991,44587,19.7,5634,100943,-12.5,18587,21463,35.6,0.7,2.4,0.0,1.3,30.9,7956627,3275567,3238175,14351,402861,721,784.25,292.5
01103,0,119953,119490,0.0,0.4,119490,6.3,23.8,14.3,50.8,84.0,12.4,1.1,0.6,0.1,1.8,7.8,77.1,86.2,5.2,7.3,81.9,19.0,10177,22.9,51291,72.1,14.5,117300,46129,2.53,23552,45564,14.9,2694,41570,-10.9,7491,10034,5.9,1.8,1.0,0.0,0.0,21.3,0,1213925,1637628,14222,154700,103,579.34,206.3
01105,0,10373,10586,0.0,-2.0,10591,6.5,24.2,16.2,53.0,30.9,68.0,0.2,0.3,0.0,0.5,1.3,30.0,90.2,0.7,1.4,71.7,12.6,690,29.0,4636,63.6,12.5,62200,3690,2.70,14283,27222,25.4,129,1568,-26.6,639,854,55.7,0.0,0.0,0.0,0.0,41.3,0,10360,34121,3181,2632,0,719.66,14.7
01107,0,19349,19746,0.0,-2.0,19746,6.0,23.0,17.2,52.4,56.9,41.5,0.2,0.2,0.4,0.9,1.7,55.9,92.3,0.4,2.2,77.0,10.3,1561,28.9,9438,72.3,9.8,81200,7852,2.48,16310,29096,27.7,289,2804,-13.7,967,1268,0.0,0.0,0.0,0.0,0.0,10.0,107619,36581,113222,5805,6302,4,881.41,22.4
01109,0,32915,32899,0.0,0.0,32899,5.8,20.0,13.1,52.3,59.1,36.9,0.6,1.8,0.1,1.5,2.4,57.3,79.0,3.5,5.6,79.9,23.4,2272,20.0,15339,56.4,17.5,102800,12967,2.36,19335,31179,27.1,652,10383,4.5,1711,2527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,367926,12189,45692,77,672.09,48.9
01111,0,22787,22913,0.0,-0.5,22913,5.8,23.5,17.2,51.4,77.9,20.3,0.4,0.3,0.0,1.1,2.9,75.2,86.0,1.9,3.8,71.2,12.2,1738,27.9,12160,74.1,5.4,91200,8949,2.49,20147,35823,23.6,342,3507,-31.3,1383,1550,7.1,0.0,0.0,0.0,0.0,0.0,401677,26751,161410,7209,9241,0,580.55,39.5
01113,0,54572,52947,0.0,3.1,52947,7.0,24.8,12.6,51.9,55.0,41.9,0.5,0.6,0.2,1.8,4.1,51.9,79.4,1.6,3.5,77.4,12.6,5433,22.5,24980,63.2,18.5,96200,20453,2.54,18233,33754,21.2,838,10619,-4.9,3776,3823,33.9,0.0,0.0,0.0,1.0,32.4,0,0,428236,8526,56392,588,641.14,82.6
01115,0,84398,83598,0.0,1.0,83593,6.5,23.6,13.6,50.0,88.6,9.1,0.4,0.7,0.1,1.2,2.2,86.7,85.1,1.9,2.5,79.9,14.6,7212,30.1,36188,81.3,4.8,129700,30588,2.62,22974,49200,13.4,1211,12868,2.9,5165,6061,2.4,1.0,1.4,0.0,0.0,28.1,985409,317458,581324,7404,70254,169,631.90,132.3
01117,0,197936,195080,0.0,1.5,195085,6.5,25.3,11.1,51.1,85.0,11.4,0.4,2.0,0.1,1.2,6.0,79.5,85.3,5.9,7.8,91.4,40.0,14315,29.4,81696,79.8,11.6,198900,72694,2.61,34226,68883,7.2,4817,74152,29.9,14931,18393,5.7,0.6,0.0,0.0,2.0,30.5,1723017,4385596,2520488,13737,301893,434,784.93,248.5
01119,0,13478,13763,0.0,-2.1,13763,5.3,21.3,15.3,54.7,25.5,73.6,0.1,0.3,0.0,0.4,0.9,25.1,86.7,0.3,0.7,75.4,13.6,774,23.9,6759,67.6,15.2,75300,5036,2.67,14122,21964,38.0,215,2709,-5.9,820,730,57.5,0.0,0.0,0.0,0.0,0.0,0,76499,59636,4494,8199,2,903.89,15.2
01121,0,81664,82291,0.0,-0.8,82291,5.9,23.1,14.4,51.4,65.9,32.0,0.4,0.4,0.0,1.3,2.1,64.2,84.5,1.7,2.6,76.6,12.3,6787,23.7,37131,70.7,10.1,89100,31597,2.50,18882,36609,21.7,1287,21329,1.5,3978,4872,0.0,0.0,1.5,0.0,0.0,26.6,9054200,0,730728,9113,67078,108,736.78,111.7
01123,0,41623,41618,0.0,0.0,41616,5.9,22.0,17.9,51.6,71.2,26.9,0.4,0.5,0.0,1.1,2.7,69.1,85.5,1.8,2.8,77.6,17.1,3641,23.8,22217,73.5,9.0,96600,16404,2.50,22792,39423,17.1,760,10674,-57.9,2398,3528,13.0,0.0,0.0,0.0,0.0,35.0,0,0,362304,8881,28222,13,716.52,58.1
01125,0,197211,194653,0.0,1.3,194656,6.0,21.2,10.9,51.5,67.3,30.0,0.3,1.3,0.1,1.0,3.1,64.6,80.4,3.5,6.3,85.3,26.0,12388,21.0,85559,63.8,26.0,150600,68711,2.66,22449,43538,19.9,4013,69787,0.3,10776,14729,13.3,0.9,0.0,0.0,0.0,22.5,10852479,760623,2445850,13664,327429,734,1321.76,147.3
01127,0,66661,67023,0.0,-0.5,67023,5.8,22.3,16.7,51.3,91.8,6.1,0.4,0.3,0.1,1.2,2.1,90.1,87.4,1.2,1.7,76.0,10.0,5489,29.4,30459,77.1,5.9,83600,25779,2.57,20881,37161,19.7,1315,15438,-2.5,3673,5365,0.0,0.0,0.6,0.0,0.0,23.8,314804,256377,903643,13162,73895,11,791.19,84.7
01129,0,17344,17583,0.0,-1.4,17581,5.7,24.8,15.1,50.7,66.0,25.1,7.6,0.1,0.1,1.1,1.0,65.4,92.1,0.5,1.4,80.7,10.1,1097,31.8,8408,85.0,1.9,85600,6489,2.67,19836,40286,17.4,225,3536,3.8,1133,1288,0.0,0.0,0.0,0.0,0.0,25.6,1153449,32856,76343,4458,0,0,1080.21,16.3
01131,0,11482,11664,0.0,-1.6,11670,5.8,26.3,15.4,52.7,27.0,72.2,0.1,0.1,0.0,0.5,0.7,26.8,93.5,0.2,0.9,72.4,12.0,460,24.0,5554,78.7,6.1,54500,3732,3.10,12683,23750,36.7,208,1921,-26.9,888,928,66.2,0.0,0.0,0.0,0.0,37.6,0,21337,75708,6018,12949,0,888.50,13.1
01133,0,24327,24484,0.0,-0.6,24484,5.4,21.6,18.1,51.0,96.3,1.0,0.9,0.3,0.2,1.3,2.8,94.2,85.2,1.3,1.3,70.9,11.5,1971,25.3,13537,75.0,6.7,83500,9568,2.53,18568,32557,21.2,474,6433,-29.6,1744,2380,0.0,0.0,0.0,0.0,0.0,19.6,797845,165638,166709,6853,16564,2,612.98,39.9
02000,731449,723860,710231,3.0,1.9,710231,7.5,26.1,8.1,48.1,67.9,3.6,14.9,5.6,1.1,7.0,5.8,63.7,79.3,6.9,16.2,91.4,27.2,71861,18.2,311201,64.3,24.4,235100,252920,2.67,31944,69014,9.5,19985,254734,24.3,53284,68728,1.5,10.0,3.1,0.3,0.0,25.9,8204030,4563605,9303387,13635,1851293,877,570640.95,1.2
